lat,lng
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
51.48231888,0.0126969
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
54.18366623,-2.728362799
